ID	FluxPsiDiff	NumIsoform	Type	RegP	FluxPsiG1	FluxPsiG2	TotalCountG1	TotalCountG2
ASM#10737	NA	2	NA	NA	NA	NA	0.0	2.6666666666666665
ASM#10738	NA	2	NA	NA	NA	NA	0.6666666666666666	1.0
ASM#10739	0.1027199416893334	2	NA	9.43064688418e-05	0.8319079685746668	0.7291880268853334	139.0	231.33333333333334
ASM#10740	0.010824747717066666	3	NA	0.578097417075	0.8908382066276667	0.9016629543446667	97.66666666666667	178.66666666666666
ASM#10741	0.07094512170013333	4	NA	6.96498828546e-06	0.6636841168093334	0.6336644990366667	241.33333333333334	188.33333333333334
ASM#10742	0.03234464425599998	18	NA	0.326417841398	0.60233829554	0.6034755701726667	109.0	159.66666666666666
ASM#10743	0.09372912458733335	47	NA	1.95343761364e-18	0.44073886003333335	0.49234747581699995	1143.0	1179.3333333333333
ASM#10744	0.1339234096586667	2	NA	0.15245216097	0.6377801120450001	0.7717035217036666	20.333333333333332	32.666666666666664
ASM#10745	0.0555258982243334	27	NA	1.48341663826e-11	0.8102382309873333	0.8657641292116667	1141.6666666666667	1628.6666666666667
ASM#10746	0.0018036803571733332	3	NA	0.475105307621	0.9981375701013334	0.9963338897443332	349.0	273.0
ASM#10747	0.02203472222233327	26	NA	0.999992920251	1.0	0.9779652777776667	109.0	134.33333333333334
ASM#10748	0.06287878787866666	59	NA	0.562401419674	0.462626262626	0.44444444444433334	12.666666666666666	15.666666666666666
ASM#10749	NA	15	NA	NA	NA	NA	0.0	6.666666666666667
ASM#10750	NA	4	NA	NA	NA	NA	0.0	0.0
ASM#10751	NA	3	NA	NA	NA	NA	1.6666666666666667	3.6666666666666665
ASM#10752	NA	4	NA	NA	NA	NA	0.0	8.0
ASM#10753	0.031111289195233323	3	NA	0.213334270932	0.614000525348	0.6271186440676667	51.666666666666664	59.0
ASM#10754	NA	2	NA	NA	NA	NA	4.0	6.333333333333333
ASM#10755	0.0639426103598	3	NA	0.089481198939	0.9384536610343334	0.882447558611	36.0	59.666666666666664
ASM#10756	NA	4	NA	NA	NA	NA	6.333333333333333	1.6666666666666667
ASM#10757	NA	2	ASS	NA	NA	NA	9.0	4.333333333333333
ASM#10758	NA	3	NA	NA	NA	NA	10.0	8.666666666666666
ASM#10759	0.03583617097433334	2	SE	0.457892112934	0.7767237862099999	0.8125599571843333	41.666666666666664	46.333333333333336
ASM#10760	0.04457368367433323	2	SE	0.160186871807	0.9506045769816666	0.9060308933073333	41.666666666666664	46.333333333333336
ASM#10761	NA	7	NA	NA	NA	NA	7.333333333333333	12.0
ASM#10762	0.03762558432466667	2	NA	0.538777281259	0.6067608044503333	0.5691352201256666	39.0	50.333333333333336
ASM#10763	0.08917157721500002	7	NA	0.245508898871	0.590254552211	0.679426129426	24.333333333333332	28.0
ASM#10764	0.03263403263403333	3	NA	0.358365606238	0.9732905982903333	0.9406565656563334	24.666666666666668	22.666666666666668
ASM#10765	0.04941520467833338	9	NA	0.564157357957	0.503968253968	0.5533834586463334	12.666666666666666	16.0
ASM#10766	NA	11	NA	NA	NA	NA	5.0	8.333333333333334
ASM#10767	NA	5	NA	NA	NA	NA	7.333333333333333	8.333333333333334
ASM#10768	0.15119825707999995	27	NA	0.0574958742093	0.43355119825666666	0.2823529411766667	17.666666666666668	34.333333333333336
ASM#10769	0.19173971882996663	6	NA	0.0179319091891	0.48214285714300004	0.360165118679	23.666666666666668	17.666666666666668
ASM#10770	0.3960761460759667	19	NA	0.000779538558867	0.578282828283	0.811965811966	11.666666666666666	16.333333333333332
ASM#10771	NA	5	NA	NA	NA	NA	0.3333333333333333	1.3333333333333333
ASM#10772	0.06486869692766672	8	NA	0.180621192037	0.8007736943906667	0.735904997463	45.0	69.66666666666667
ASM#10773	0.14443159179999993	6	NA	0.0949237139219	0.516760651629	0.37232905982900005	18.666666666666668	21.0
ASM#10774	0.1987904489186666	8	NA	0.0518423816795	0.6686777275013333	0.46988727858266666	15.0	20.333333333333332
ASM#10775	0.09525626817333327	3	NA	0.202156207963	0.4422216859716667	0.537477954145	34.666666666666664	27.333333333333332
ASM#10776	0.013399680120999985	5	NA	0.801022748078	0.6821348940913333	0.6706785278216666	24.333333333333332	52.666666666666664
ASM#10777	0.107911180667	2	SE	0.278507088611	0.7271062271063333	0.6191950464393333	13.333333333333334	18.333333333333332
ASM#10778	0.037008742891333324	14	NA	0.675480040366	0.6666666666666666	0.6733723792549999	3.6666666666666665	20.0
ASM#10779	NA	30	NA	NA	NA	NA	0.0	7.666666666666667
ASM#10780	NA	21	NA	NA	NA	NA	2.0	13.0
ASM#10781	0.18709177214300005	117	NA	0.0171154312729	0.48471597534599997	0.671807747489	21.333333333333332	44.333333333333336
ASM#10782	0.01247217314200011	16	NA	0.52724512763	0.5567133019780001	0.544241128836	342.6666666666667	431.3333333333333
ASM#10783	0.11072029822033336	2	NA	0.304251807243	0.783068783069	0.6723484848486666	7.666666666666667	12.666666666666666
ASM#10784	NA	2	NA	NA	NA	NA	7.666666666666667	12.0
ASM#10785	0.0038352714826667134	2	ASS	0.867070822851	0.7948179271706666	0.7986531986533333	17.0	10.0
ASM#10786	NA	21	NA	NA	NA	NA	6.666666666666667	10.0
ASM#10787	0.0509407822813667	3	NA	0.188740281517	0.7999618611746667	0.8509026434560001	54.333333333333336	48.666666666666664
ASM#10788	NA	4	NA	NA	NA	NA	4.666666666666667	1.6666666666666667
ASM#10789	0.007611564495999978	2	NA	0.837353664377	0.8585107829840001	0.86612234748	56.666666666666664	62.333333333333336
ASM#10790	0.29502822095899994	24	NA	8.72702098857e-06	0.4216129755283333	0.5132017034453334	40.333333333333336	35.333333333333336
ASM#10791	0.19162926654109996	10	NA	2.34867988901e-11	0.4213599004086667	0.563238854864	149.0	118.33333333333333
ASM#10792	0.03386514583186667	33	NA	1.14932134612e-08	0.7046625217086667	0.6786080809276666	1995.0	1291.6666666666667
ASM#10793	0.12861345350566666	24	NA	7.40779561284e-23	0.7204272915583333	0.5918138380526666	911.0	857.0
ASM#10794	0.008312674297999978	12	NA	0.466140761967	0.5227231893259999	0.5161469389363335	1535.3333333333333	1265.3333333333333
ASM#10795	0.009512138188999986	2	NA	0.908390074259	0.6626984126986667	0.6531862745096667	8.0	16.333333333333332
ASM#10796	NA	2	NA	NA	NA	NA	5.0	2.3333333333333335
ASM#10797	NA	2	NA	NA	NA	NA	1.0	3.0
ASM#10798	0.004085689194666675	2	NA	0.923385918962	0.8178108483686667	0.813725159174	61.666666666666664	74.66666666666667
ASM#10799	0.0903077706103333	5	NA	0.0625014071122	0.373559094223	0.4597811756383334	61.666666666666664	74.66666666666667
ASM#10800	0.13091453753200002	2	NA	0.0924186483566	0.7308278867103333	0.8617424242423333	18.333333333333332	20.666666666666668
ASM#10801	0.21031746031766668	28	NA	0.135813709098	0.31746031746	0.5277777777776667	6.333333333333333	14.0
ASM#10802	0.0015969151340001764	6	NA	0.615486151034	0.9956667493600001	0.9940698342259999	456.0	220.0
ASM#10803	0.04267508405266662	105	NA	0.297052730242	0.6550531798483333	0.697728263901	65.0	109.0
ASM#10804	0.015513905959999963	2	NA	0.717921513209	0.5202326005583333	0.5047186945983334	69.66666666666667	77.33333333333333
ASM#10805	0.08726772787266662	3	NA	0.00689562201495	0.6608935370616668	0.7374123688723334	109.0	158.66666666666666
ASM#10806	0.014613843954999983	40	NA	0.371397673776	0.8496498860506666	0.8350360420956666	333.0	340.0
ASM#10807	0.06979821434133332	5	NA	0.402394840209	0.6433080808083333	0.7131062951496666	31.666666666666668	18.333333333333332
ASM#10808	0.18371832845488	2	NA	5.3130842346e-07	0.987352413668	0.8036340852133333	105.0	24.0
ASM#10809	0.02497580609516667	58	NA	1.78698823706e-05	0.5860054109053334	0.5938428254943333	763.6666666666666	866.6666666666666
ASM#10810	NA	3	NA	NA	NA	NA	11.333333333333334	1.6666666666666667
ASM#10811	NA	2	SE	NA	NA	NA	1.0	5.0
ASM#10812	0.07106219308006669	2	NA	0.029081486417	0.9263467459256667	0.8552845528456667	54.333333333333336	87.33333333333333
ASM#10813	0.5869184455386666	5	NA	1.35045972162e-05	0.8758073344276666	0.288888888889	29.333333333333332	5.333333333333333
ASM#10814	0.08755857263	6	NA	0.198286274804	0.5997536945813333	0.5121951219513333	30.666666666666668	45.0
ASM#10815	0.0010607442513676667	24	NA	0.216061483335	0.997810486737	0.9988712309883333	898.0	2084.0
ASM#10816	NA	2	NA	NA	NA	NA	2.0	5.0
ASM#10817	0.10794602698633332	27	NA	0.149046357609	0.34788802180100004	0.43193205262133333	18.0	33.666666666666664
ASM#10818	0.03227486853539997	3	NA	0.346099441603	0.842320261438	0.8163778668486666	52.0	105.33333333333333
ASM#10819	0.006332473946666695	2	ASS	0.747526828035	0.943560757636	0.9498932315826667	52.0	105.33333333333333
ASM#10820	0.0	2	NA	0.99999727644	1.0	1.0	192.66666666666666	130.0
ASM#10821	NA	2	NA	NA	NA	NA	0.0	4.0
ASM#10822	0.003674013260663333	3	NA	0.04897247577	0.994339736463	0.9906657232026667	1671.0	1109.3333333333333
ASM#10823	0.0026527920133331273	2	SE	0.0554353499335	0.9957178133516665	0.9930650213383334	2214.0	1489.6666666666667
ASM#10824	0.07874021403403333	7	NA	0.0387200059959	0.829057938965	0.7756856257806666	35.666666666666664	34.666666666666664
ASM#10825	0.05196433110166665	253	NA	2.00017084794e-06	0.18689936749766667	0.23886369859933332	1201.6666666666667	753.0
ASM#10826	0.058889611724933344	55	NA	0.0759095367341	0.654601840736	0.6313623565086667	62.333333333333336	73.33333333333333
ASM#10827	0.30699968876433337	22	NA	0.00139343299779	0.6015873015873333	0.29644153957900005	13.0	51.666666666666664
ASM#10828	0.0014617504186666963	2	NA	0.760525379139	0.9953030678906667	0.993841317472	139.0	213.66666666666666
ASM#10829	0.020175484347499995	12	NA	0.134690530559	0.77165253499	0.7753187828883332	142.0	306.3333333333333
ASM#10830	0.03782785471230003	10	NA	0.00708483096197	0.5601187530923334	0.5803815841400001	221.66666666666666	455.3333333333333
ASM#10831	0.013037120280666725	3	NA	0.818348864035	0.7977497939546666	0.8107869142353333	32.666666666666664	28.0
ASM#10832	0.0026166373683333966	4	NA	0.969328821232	0.812440645774	0.8150572831423334	26.666666666666668	50.333333333333336
ASM#10833	0.003945789872666472	5	NA	0.513023183923	0.9726551816313332	0.9687093917586668	417.0	542.3333333333334
ASM#10834	0.08816051908123335	27	NA	0.000723227245142	0.6135619763526666	0.5760515783563334	124.66666666666667	127.0
ASM#10835	0.031111004270999998	63	NA	0.12506223045	0.5361493700276667	0.5236831496783334	228.66666666666666	232.0
ASM#10836	0.0	2	NA	0.999989853875	1.0	1.0	9.333333333333334	25.333333333333332
