ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsiDiff	turbo_p_value	majiq_p_value	leafcutter_p_value	jum_p_value
ASM4811	3	7	3002	2472	0.134537087	0.052521072	NA	NA	NA	NA
ASM4812	2	6	319	393	0.877692098	0.107142857	NA	NA	NA	NA
ASM4813	3	4	361	221	0.0100862	0.168518519	NA	NA	NA	NA
ASM4814	5	37	5185	6180	0.324122	0.2	0.000372	0.981	0.338	0.0722
ASM4815	2	3	581	517	0.39327793	0.004721954	NA	NA	NA	NA
ASM4816	3	6	2985	2545	0.776891289	0.01551021	NA	NA	NA	NA
ASM4817	4	22	1889	2399	0.414834192	0	0.000353	NA	NA	NA
ASM4818	4	12	3255	2347	0.211047201	0.057237701	NA	NA	NA	0.0485
ASM4819	2	3	14587	4644	0.168753175	0.009118852	1	NA	NA	NA
ASM4820	6	9	1698	295	0.727120463	0.069590462	0.00018	NA	NA	0.154
ASM4821	2	4	27131	6353	0.371025717	0.059883937	0.172	NA	0.234	0.0582
ASM4822	7	10	3582	3233	NA	0.422222222	NA	NA	NA	NA
ASM4823	2	3	17	0	NA	0.555555556	NA	NA	NA	NA
ASM4824	6	22	4206	4877	NA	0.032575758	NA	NA	NA	NA
ASM4825	4	22	8018	6059	0.025182151	0.3	0.00214	NA	0.0287	0.0352
ASM4826	4	7	101532	54433	0.913261877	0.158281943	NA	NA	0.238	0.0284
ASM4827	8	26	2289	3045	NA	0.047619048	0.000615	NA	NA	0.0953
ASM4828	9	23	14742	7556	0.006815438	0.06248314	2.55E-06	NA	0.0769	0.019
ASM4829	2	5	112	99	1	0	NA	NA	NA	NA
ASM4830	5	17	676	565	0.923548323	0	NA	NA	NA	NA
ASM4831	2	26	7046	8614	0.574504032	0	0.0119	NA	0.0415	0.0534
ASM4832	4	5	823	4363	0.057904897	0.028904709	0.00138	0.000725	0.0355	0.0503
ASM4833	4	6	10852	8082	0.884326196	0	0.00102	NA	0.0168	0.0419
ASM4834	5	20	9765	17045	0.004073458	0.068099556	NA	NA	NA	0.0451
ASM4835	2	4	2153	2365	1	0.003993511	0.946	NA	0.914	0.0467
ASM4836	3	4	853	951	1	0.068460919	0.602	NA	0.454	0.0415
ASM4837	2	4	1741	1801	0.239447612	0.003993511	0.958	NA	0.833	0.184
ASM4838	2	4	2276	2338	0.423244325	0.039799084	0.0745	NA	NA	0.281
ASM4839	2	4	1858	1940	0.454630628	0.024668323	0.8	NA	0.638	0.0515
ASM4840	3	9	1654	1624	0.087872525	0.172222222	NA	NA	NA	NA
ASM4841	3	16	17398	18088	1	0.014277045	0.373	NA	NA	0.0634
ASM4842	3	5	1169	1198	0.84329648	0.008303692	NA	NA	NA	0.229
ASM4843	2	3	9010	9897	0.573241385	0.014825548	0.00145	NA	0.000155	0.0306
ASM4844	2	3	13823	15148	0.132578481	0.014825548	1.14E-10	NA	0.000307	0.0357
ASM4845	11	28	79069	50144	0.999959852	0.026948784	2.96E-07	1.06E-12	3.83E-05	0.0173
ASM4846	4	12	20510	29889	1.44E-05	0.015303436	3.47E-05	NA	0.00158	0.0184
ASM4847	7	16	9097	12391	0.72046595	0.005673082	1	NA	0.284	0.0164
ASM4848	8	17	9960	12761	0.994838214	0.166666667	0.194	NA	0.0782	0.00668
ASM4849	2	10	9646	12388	0.348397454	0.010227202	0.081	NA	0.22	0.0395
ASM4850	7	20	2788	4393	0.198801914	0.016392074	0.0409	NA	0.312	0.0359
ASM4851	6	12	1331	1122	0.093742419	0.109477124	0.754	NA	NA	0.078
ASM4852	5	8	1029	839	0.061133697	0.283333333	0.00335	NA	0.0375	0.136
ASM4853	4	6	2064	1424	0.013320155	0.045123471	NA	NA	0.487	0.0645
ASM4854	2	3	2011	1545	0.873729301	0.044016359	0.272	NA	0.841	0.0667
ASM4855	5	18	1848	2296	0.779750963	0	0.0402	NA	0.563	0.103
ASM4856	5	11	6070	6184	1.87E-06	0.008594468	9.55E-10	NA	0.518	0.0451
ASM4857	5	12	8455	6101	0.270040008	0.054761321	0.054	NA	0.855	0.0533
ASM4858	5	18	2408	2529	0.989963961	0	4.24E-05	NA	NA	0.0582
ASM4859	8	20	24810	26497	0.108279514	0.17989418	1	NA	0.249	0.022
ASM4860	10	28	31783	72453	1	0.052024578	NA	NA	NA	0.0254
ASM4861	2	3	507	440	0.256282232	0.024874817	0.0217	NA	NA	0.311
ASM4862	10	9	3922	972	NA	0.022000868	0.756	NA	NA	0.0535
ASM4863	2	3	559	260	0.034748795	0.007729469	NA	NA	NA	NA
ASM4864	2	9	3507	2515	0.782365769	0	NA	NA	NA	0.0896
ASM4865	5	6	64	136	1	0.333333333	1	NA	NA	NA
ASM4866	2	6	86	35	0.222892028	0	NA	NA	NA	NA
ASM4867	8	13	1197	888	NA	0.130952381	0.00192	NA	NA	0.236
ASM4868	2	8	579	402	0.308638266	0.105555556	NA	NA	NA	0.22
ASM4869	2	8	1606	2065	0.225271933	0.00344743	NA	NA	NA	NA
ASM4870	2	4	2585	2869	0.20368891	0.005579687	0.0823	NA	NA	0.0952
ASM4871	2	3	75	28	1	0.055555556	NA	NA	NA	NA
ASM4872	2	4	75	46	0.369965652	0.022222222	1	NA	NA	NA
ASM4873	4	9	16769	16949	0.649221204	0.021095088	NA	NA	NA	NA
ASM4874	5	7	3168	4640	0.667878173	0.085017007	0.381	NA	0.0134	0.0698
ASM4875	2	4	27	38	0.842879348	0.111111111	NA	NA	NA	NA
ASM4876	7	12	15825	13519	0.848129264	0.02446009	NA	NA	0.445	0.0512
ASM4877	7	19	3451	2907	0.00100955	0.029778974	0.0992	0.587	0.0178	0.033
ASM4878	4	37	8586	9060	0.249010244	0.10952381	NA	NA	NA	0.0708
ASM4879	9	21	2874	1309	0.775342344	0.01718624	NA	NA	NA	0.0709
ASM4880	2	3	6592	11887	0.771362913	0.011668203	NA	NA	0.852	0.157
ASM4881	2	3	13070	15463	0.179241536	0.068383573	0.000654	NA	0.0698	0.0551
ASM4882	3	26	10456	7533	0.324760753	0.072222222	0.00867	NA	NA	0.0468
ASM4883	2	3	4507	5443	0.903103219	0.000886203	1	NA	NA	NA
ASM4884	2	3	152	0	NA	0.5	NA	NA	NA	NA
ASM4885	3	10	1944	1670	0.078480655	0.013780287	NA	NA	NA	0.0745
ASM4886	3	6	2963	2797	0.867035441	0.02658724	NA	NA	NA	NA
ASM4887	2	5	20916	83	1	0.000270563	NA	NA	NA	0.201
ASM4888	2	3	4954	3481	0.270663398	0.01597604	NA	NA	NA	0.361
ASM4889	2	4	8042	5834	1	0.028828373	NA	NA	NA	NA
ASM4890	2	3	203	349	0.195076034	0.033333333	NA	NA	NA	NA
ASM4891	2	4	84	30	0.926529029	0	NA	NA	NA	NA
ASM4892	2	3	3238	3638	0.670963747	0.021696838	0.152	NA	0.542	0.0496
ASM4893	4	6	4348	4373	0.066622552	0.041206015	0.188	NA	0.677	0.0194
ASM4894	2	4	3083	2965	0.691126528	0.038653209	NA	NA	NA	NA
ASM4895	6	6	6184	5596	0.477986984	0.089957932	0.000951	NA	0.0537	0.0431
ASM4896	9	11	4625	4051	0.791293188	0.03030303	0.0275	NA	NA	0.141
ASM4897	2	4	210	129	0.796412217	0	NA	NA	NA	NA
ASM4898	5	43	28723	17953	0	0.540817258	0.00698	NA	0.14	0.0349
ASM4899	10	16	4262	4658	0.847283332	0.333333333	0.00347	0.000108	0.0218	0.0497
ASM4900	3	5	420	484	0.506247525	0.112169312	NA	NA	0.0218	0.183
ASM4901	2	4	387	423	0.143694423	0.036255411	NA	NA	0.0246	0.0736
ASM4902	6	7	2051	1310	0.00143925	0.031261652	0.57	NA	0.0153	0.0701
ASM4903	3	5	2842	3058	0.524148975	0.07065885	NA	NA	0.733	0.0508
ASM4904	5	25	10382	11620	NA	0	0.16	NA	0.879	0.0381
ASM4905	2	4	8514	8861	0.545433911	0.022028106	NA	NA	0.312	0.0305
ASM4906	11	30	2944	2280	0.895567465	0.043303716	0.00449	NA	0.222	0.0466
ASM4907	8	14	668	793	0.262421989	0	9.71E-06	NA	NA	0.177
ASM4908	2	3	11	2	0.527702208	0.388888889	NA	NA	NA	NA
ASM4909	10	14	2735	4081	0.774737744	0.027889742	0.0375	NA	0.0543	0.0569
ASM4910	10	18	10370	4755	3.55E-11	0.5	NA	2.41E-13	NA	0.0641
ASM4911	2	5	89	5	0.540701952	0.338888889	NA	NA	NA	NA
ASM4912	2	3	94	8	0.009115457	0.338888889	NA	NA	NA	NA
ASM4913	3	5	416	114	0.019745417	1	3.96E-05	NA	NA	0.132
ASM4914	10	21	12883	15717	NA	0.333333333	0.000764	NA	NA	0.151
ASM4915	2	3	1250	2060	0.905175465	0.043326452	0.591	NA	NA	0.0414
ASM4916	2	10	22206	30161	0.636310591	0	NA	NA	NA	NA
ASM4917	2	3	141	4	0.314605876	0.225653595	1	NA	NA	NA
ASM4918	2	4	181	7	0.804248417	0.245261438	1	NA	NA	NA
ASM4919	2	3	171	15	0.221790748	0.31372549	1	NA	NA	NA
ASM4920	3	6	184	21	1	0.333333333	NA	NA	NA	NA
ASM4921	6	19	3953	5082	0.50190329	0.009446075	NA	NA	NA	0.374
ASM4922	2	4	63	43	0.051341013	0.072222222	NA	NA	NA	NA
ASM4923	4	48	19402	15305	0.420893622	0	0.000626	0.0000045	0.0455	0.0542
ASM4924	7	36	11124	9560	0.981560947	0	0.397	NA	0.63	0.0811
ASM4925	9	25	4909	9961	0.803782689	0.333333333	0.421	NA	0.313	0.198
ASM4926	9	25	10230	17770	NA	0.052248677	0.349	NA	NA	0.267
ASM4927	2	4	1269	2137	0.525812135	0.333333333	NA	NA	NA	NA
ASM4928	7	22	4115	2754	1.64E-06	0.033747563	0.0189	0.701	NA	0.0653
ASM4929	7	12	11549	18956	0.861556568	0.166666667	0.435	NA	0.258	0.0353
ASM4930	3	5	176	434	0.0884739	0.114711376	NA	NA	NA	NA
ASM4931	5	7	103	209	0.005780931	0.114711376	1	NA	NA	NA
ASM4932	3	5	9	22	NA	1	NA	NA	NA	NA
ASM4933	2	4	216	73	0.266084581	0.057692308	NA	NA	NA	NA
ASM4934	2	8	1028	292	0.717172857	0.057692308	NA	NA	NA	NA
ASM4935	4	22	7474	4190	0.412525296	0.101587302	0.399	NA	0.165	0.129
ASM4936	10	27	11529	12419	NA	0	0.0159	NA	0.0418	0.0551
ASM4937	8	19	3542	3914	0.403125207	0.059116809	0.401	NA	0.536	0.0408
ASM4938	2	4	10	0	NA	0.333333333	NA	NA	NA	NA
ASM4939	3	4	386	274	0.162898456	0.097076023	NA	NA	NA	0.72
ASM4940	8	12	1591	1575	0.125192243	0.022072671	0.245	NA	0.561	0.0269
ASM4941	2	4	9102	5526	0.325062422	0.003710191	0.000838	NA	NA	0.0869
ASM4942	2	4	2337	2030	0.157469329	0.019047675	0.00434	NA	NA	NA
ASM4943	7	7	690	701	0.367684266	0.026984127	0.0956	NA	0.245	0.0412
ASM4944	2	4	3832	2388	0.410517924	0.014544025	NA	NA	NA	NA
ASM4945	5	16	1954	1760	0.27951968	0.318712206	0.266	NA	0.0679	0.0327
ASM4946	2	3	2033	532	0.191603102	0.017458243	0.119	NA	0.0925	0.0546
ASM4947	5	28	13141	17573	1	0.03968254	NA	NA	0.46	0.238
ASM4948	2	5	33	35	1	0.166666667	NA	NA	NA	NA
ASM4949	3	5	1597	1587	0.362895375	0.038735435	0.00299	NA	NA	0.0859
ASM4950	3	4	234	170	0.090346944	0.037621893	0.549	NA	NA	0.083
ASM4951	4	6	2740	3234	0.860988994	0.079400445	NA	NA	0.37	0.0494
ASM4952	3	5	827	1775	0.262355195	0.00190661	NA	NA	0.604	0.14
ASM4953	2	3	961	2110	0.231960183	0.009521674	0.266	NA	0.358	0.0538
ASM4954	2	13	21065	18431	0.732834568	0.028585334	0.158	NA	0.718	0.0487
ASM4955	2	7	23	45	0.193392105	0.333333333	NA	NA	NA	NA
ASM4956	2	8	208	254	0.980347035	0.121693122	NA	NA	NA	NA
ASM4957	2	3	77	6	0.752318381	0	NA	NA	NA	NA
ASM4958	8	10	34442	63435	6.03E-12	0.010381386	NA	NA	0.00041	0.00803
ASM4959	3	6	41	28	0.484045195	0.333333333	1	NA	NA	NA
ASM4960	3	33	103761	93932	0.970868028	0.076606038	0.0358	NA	0.0124	0.0206
ASM4961	3	6	1208	1326	0.498046721	0.026360002	NA	NA	NA	NA
ASM4962	2	6	407	0	NA	1	NA	NA	NA	NA
ASM4963	7	15	1310	2496	NA	0.128720925	NA	NA	NA	0.149
ASM4964	6	16	2170	2532	NA	0.080605209	0.145	NA	0.0337	0.0715
ASM4965	8	30	1921	858	0.000372997	0	NA	NA	NA	NA
ASM4966	6	16	9981	6265	0.465860204	0.166666667	1	NA	NA	NA
ASM4967	3	7	82	0	NA	1	NA	NA	NA	NA
ASM4968	2	4	31	0	NA	1	NA	NA	NA	NA
ASM4969	5	10	792	941	NA	0.04344071	NA	NA	NA	0.189
ASM4970	3	6	185	1515	0.212272321	0.01553288	0.0331	NA	NA	0.141
ASM4971	2	3	176	1168	1	0.018686958	0.587	NA	NA	0.109
ASM4972	2	3	105	968	0.581609152	0.018686958	0.268	NA	NA	0.0666
ASM4973	10	12	3191	3326	NA	0.000237079	0.00604	NA	0.0909	0.0468
ASM4974	2	3	429	572	0.976241821	0.0647942	0.917	NA	NA	0.0552
ASM4975	8	14	5125	5969	0.345588452	0	NA	NA	0.008	0.0429
ASM4976	6	11	22423	24965	1	0	NA	NA	NA	0.0283
ASM4977	3	40	83258	74266	0.894809351	0.517460317	1	NA	0.000348	0.128
ASM4978	10	28	8042	14074	0.397056986	0.039307293	0.217	NA	0.938	0.0243
ASM4979	3	5	2257	6818	0.241936647	0	NA	NA	0.624	0.102
ASM4980	2	4	409	165	0.109567155	0.005715363	NA	NA	NA	NA
ASM4981	2	3	292	142	1	0.005715363	0.651	NA	NA	0.115
ASM4982	7	8	28557	18207	1	0.014567507	8.33E-05	NA	0.0567	0.0118
ASM4983	3	5	48971	32730	1	0.009883457	0.763	NA	0.525	0.0636
ASM4984	5	37	2344	1201	0.211340037	0.064181026	0.00297	NA	NA	0.0737
ASM4985	2	15	43498	17644	0.522633167	0	NA	NA	NA	NA
ASM4986	3	35	113443	47345	0.25948476	0.016224999	0.00337	NA	0.148	0.207
ASM4987	2	3	17094	18776	1	0.005612429	0.236	NA	0.0975	0.0472
ASM4988	2	3	215	412	0.136521941	0.148044548	NA	NA	NA	0.129
ASM4989	9	15	1154	2283	0.233312557	0.047619048	2.00E-07	NA	NA	0.0699
ASM4990	2	4	3888	4667	0.78703113	0	NA	NA	NA	NA
ASM4991	2	4	4538	4892	0.342270559	0.005940437	0.0811	NA	0.168	0.0196
ASM4992	2	3	3518	4043	0.558780325	0.00454263	0.0478	NA	NA	0.0846
ASM4993	3	11	3396	5488	0.66900264	0.025116227	NA	NA	NA	NA
ASM4994	8	18	2643	3269	0.86980505	0.03465447	0.399	NA	NA	NA
ASM4995	7	29	5217	3427	4.00E-10	0.333333333	1	NA	0.226	0.0439
ASM4996	2	12	1521	842	0.468775117	0.015297907	NA	NA	NA	NA
ASM4997	3	12	3386	1954	0.26723783	0.103289625	NA	NA	NA	NA
ASM4998	2	3	466	1707	0.013708094	0.02283025	NA	0.686	NA	0.0541
ASM4999	8	17	3000	2931	0.69107201	0.058843827	0.239	NA	0.441	0.0482
ASM5000	8	14	4136	2825	0.276515028	0.009560413	1	NA	0.673	0.0291
ASM5001	3	4	1147	1222	0.006037281	0.02510299	0.00827	NA	0.0146	0.042
ASM5002	4	11	17372	16430	0.00166975	0.031147285	NA	NA	NA	0.142
ASM5003	8	23	7656	8419	0.141956133	0.02404666	0.0137	NA	0.0622	0.0741
ASM5004	4	25	2757	2395	0.796722371	0	0.0461	NA	0.0221	0.058
ASM5005	3	5	2147	2386	NA	0	NA	NA	NA	NA
ASM5006	3	6	2810	1596	0.000106054	0.185506236	NA	NA	NA	0.195
ASM5007	6	15	532	190	0.083808456	0	0.403	NA	NA	0.344
ASM5008	7	11	431	209	0.001499416	0	NA	NA	NA	NA
ASM5009	9	20	45404	10714	0.04419479	0.059465368	0.00144	NA	0.00769	0.0271
ASM5010	2	32	17246	16372	0.252758687	0.003520729	NA	NA	0.337	0.0761
ASM5011	3	11	6073	4681	0.15629194	0.027699746	0.457	NA	0.829	0.0338
ASM5012	3	6	1013	716	0.722602459	0.092147882	NA	NA	NA	NA
ASM5013	3	20	168	242	0.176674254	0.333333333	0.526	NA	NA	0.106
ASM5014	2	9	0	1065	NA	1	NA	NA	NA	NA
ASM5015	2	3	1842	1511	0.470016624	0.007289638	0.00584	NA	NA	NA
ASM5016	4	34	12170	18271	0.482605999	0.333333333	0.00019	NA	0.0187	0.0214
ASM5017	5	8	176	148	0.792613264	0.046296296	NA	NA	NA	NA
ASM5018	8	13	5081	5353	1.33E-15	0.001602564	0.0525	0.713	0.00164	0.022
ASM5019	3	26	2113	1679	0.801734357	0	0.304	NA	NA	0.121
ASM5020	7	18	4663	4112	0.20449041	0	0.0212	NA	0.0439	0.0511
ASM5021	3	6	16071	12298	0.652077614	0.003485299	NA	NA	0.466	0.0831
ASM5022	2	4	25953	25803	1	0.006507319	NA	NA	0.54	0.0123
ASM5023	3	12	21588	18847	0.856425234	0.0047694	NA	NA	NA	NA
ASM5024	2	3	2309	2034	0.528162141	0	NA	NA	NA	NA
ASM5025	7	25	6028	8987	0.152068761	0.006839402	0.0511	NA	NA	0.0836
ASM5026	4	25	0	355	NA	0.527777778	NA	NA	NA	NA
ASM5027	2	3	10337	8131	0.743229804	0.033055694	NA	NA	0.906	0.069
ASM5028	2	4	10648	8828	0.171989986	0.033055694	NA	NA	NA	NA
ASM5029	2	7	8419	7704	0.004439546	0.120278049	NA	NA	NA	NA
ASM5030	3	7	5882	5876	0.294418839	0.022913923	0.0657	NA	0.0827	0.0913
ASM5031	2	3	343	444	0.052503983	0.097402449	0.0176	NA	NA	0.177
ASM5032	10	20	1559	1601	0.257142364	0.666666667	0.0539	NA	NA	0.207
ASM5033	5	23	3401	2351	0.096006698	0.433333333	NA	NA	NA	NA
ASM5034	3	4	2120	2538	0.095080233	0.009339163	NA	NA	0.0315	0.0302
ASM5035	10	22	18108	23133	0.999998771	0.115079365	0.000887	NA	0.724	0.0504
ASM5036	2	8	23392	18472	0.193814102	0.061263568	NA	NA	NA	NA
ASM5037	2	4	8297	5892	0.956564755	0.003334744	0.924	NA	0.828	0.0628
ASM5038	2	3	17813	13435	0.039615137	0.061263568	NA	NA	0.00112	NA
ASM5039	11	33	38188	1890	0	0.025641026	0.000128	3.36E-12	9.50E-05	0.0301
ASM5040	8	23	2911	2576	0.032084098	0.288888889	0.0742	NA	0.363	0.0564
ASM5041	5	24	669	462	0.093260623	0.472222222	2.70E-05	NA	NA	NA
ASM5042	2	4	0	211	NA	0.856410256	NA	NA	NA	NA
ASM5043	6	19	11601	13038	0.998972771	0.021357127	0.411	NA	0.256	0.0229
ASM5044	4	27	15721	1204	3.97E-08	1	0.000238	NA	NA	0.189
ASM5045	2	4	2512	3641	0.67035535	0	NA	NA	NA	NA
ASM5046	7	8	3165	4914	0.682085399	0.104166667	1	NA	0.274	0.086
ASM5047	5	23	12826	7494	NA	0.025599917	0.000388	NA	NA	NA
ASM5048	7	8	5227	8795	0.170915378	0.033664725	NA	NA	0.496	0.0192
ASM5049	2	5	0	226	NA	0.666666667	NA	NA	NA	NA
ASM5050	2	3	1411	1954	0.200524312	0.011351686	0.681	NA	NA	NA
ASM5051	2	4	649	626	1	0.046425158	0.951	NA	NA	0.169
ASM5052	2	3	358	441	1	0.046425158	NA	NA	NA	0.0896
ASM5053	3	4	1617	3251	0.042613703	0.108417508	NA	NA	0.0421	0.0665
ASM5054	3	4	2871	5207	1	0.011058146	0.231	NA	0.401	0.0335
ASM5055	3	7	8385	2610	0.009950238	0.0245114	0.0468	NA	NA	0.0417
ASM5056	9	15	16491	14611	NA	0.031784816	0.092	NA	0.558	0.0305
ASM5057	7	19	6292	7958	0.903183696	0.053044872	0.954	NA	0.315	0.0258
ASM5058	2	6	202	56	0.217934164	0	NA	NA	NA	NA
ASM5059	2	18	677	100	0.038419533	0	NA	NA	NA	NA
ASM5060	6	16	2412	555	0.783480351	0.066914718	0.357	NA	NA	0.0482
ASM5061	4	21	142709	72977	0.997574588	0.052309136	0.0611	NA	0.161	0.0084
ASM5062	9	27	21	14169	0	0.905945419	NA	NA	NA	NA
ASM5063	2	4	74	271	0.691502606	0	NA	NA	NA	NA
ASM5064	2	3	59	8	0.297930575	0.101851852	NA	NA	NA	NA
ASM5065	10	11	215	132	NA	0.326693033	1	NA	NA	NA
ASM5066	2	5	0	277	NA	0.770152505	NA	NA	NA	NA
ASM5067	3	4	3418	4731	0.487835221	0.0180438	NA	NA	NA	0.0448
ASM5068	9	28	7315	13222	0.218735821	0.027397946	0.00167	NA	0.0451	0.0337
ASM5069	4	13	55440	53485	0.62511568	0.004231229	1	NA	NA	NA
ASM5070	3	4	292	346	0.265380764	0.08183908	0.0125	NA	NA	NA
ASM5071	3	6	191	212	0.545192752	0.102075702	NA	NA	NA	NA
ASM5072	5	8	873	1188	0.09256136	0.188598774	NA	NA	NA	0.0845
ASM5073	3	13	6572	7948	0.767156736	0.040404698	NA	NA	NA	0.0559
ASM5074	2	5	312	214	0.194504447	0	NA	NA	NA	NA
ASM5075	7	16	813	534	0.469167599	0	0.8	NA	NA	NA
ASM5076	5	10	5724	6585	0.037952864	0.070700745	NA	NA	NA	0.0929
ASM5077	10	10	656	436	0.182157936	0.066666667	0.0032	NA	NA	NA
ASM5078	4	6	147	140	0.465596632	0.092328042	0.194	NA	NA	NA
ASM5079	2	3	130	149	0.130520394	0.038727286	0.809	NA	NA	NA
ASM5080	2	4	422	441	0.222102301	0.028436539	0.137	NA	NA	NA
ASM5081	2	3	3002	3373	0.575485407	0.045786042	NA	NA	0.422	0.157
ASM5082	7	15	3837	2491	0.491346463	0.075173354	NA	NA	NA	0.178
ASM5083	3	4	645	913	0.630999239	0.047293447	0.0981	NA	NA	NA
ASM5084	2	3	1124	2250	0.476275391	0.009946045	NA	NA	NA	NA
ASM5085	7	7	1100	2345	0.999962048	0.051222729	0.00146	NA	0.261	0.0271
ASM5086	6	12	457	504	NA	0.074074074	NA	NA	NA	NA
ASM5087	4	6	3275	3372	0.481194987	0.333333333	1	NA	0.361	0.215
ASM5088	2	4	27	39	0.514754016	0.15	NA	NA	NA	NA
ASM5089	9	12	9316	11241	0.078822638	0.02020757	0.00309	NA	0.0573	0.0402
ASM5090	7	14	1404	1116	2.60E-10	0.151190476	0.586	NA	0.0573	0.0402
ASM5091	2	4	2157	2559	0.416319424	0.042398082	NA	NA	0.485	0.0764
ASM5092	7	17	18	213	0.017839129	0.194444444	NA	NA	NA	NA
ASM5093	6	17	5952	5546	0.66378285	0.005475356	0.373	NA	0.47	0.0227
ASM5094	6	25	16197	17425	1	0.045642977	0.043	NA	0.352	0.0288
ASM5095	6	8	6176	7301	1	0.019492617	NA	NA	0.556	0.036
ASM5096	6	23	24455	39734	0.153809072	0	NA	NA	NA	0.0612
ASM5097	3	6	14353	6926	0.381389918	0.021280707	NA	NA	NA	0.238
ASM5098	2	3	2767	1474	0.446352783	0.021280707	0.443	NA	0.388	0.0887
ASM5099	8	30	2043	1483	0.000747323	0.333333333	0.29	NA	NA	0.147
ASM5100	4	26	12470	13825	1	0.07010582	0.00325	NA	NA	0.0467
ASM5101	7	15	14406	15503	0.014311566	0.000661376	0.285	NA	0.103	0.0208
ASM5102	9	25	8772	4952	0	0.00059252	0.685	NA	NA	NA
ASM5103	2	4	781	764	0.058035747	0.033157559	0.0187	0.588	NA	0.0492
ASM5104	2	3	170	333	0.907451921	0.044552882	NA	NA	NA	0.124
ASM5105	4	5	591	573	0.34870673	0.0879981	0.36	NA	0.712	0.062
ASM5106	2	3	503	480	0.003598436	0.0879981	1.26E-08	NA	NA	0.0658
ASM5107	2	4	1308	1340	0.767116477	0.005302478	NA	NA	NA	0.726
ASM5108	2	4	145	88	0.443832592	0.166666667	NA	NA	NA	NA
ASM5109	3	9	1705	1214	0.061285653	0.048281709	NA	NA	NA	0.0982
ASM5110	2	3	325	494	0.720093926	0.011041463	0.634	NA	NA	NA
ASM5111	4	10	5656	8594	0.501788248	0.005050505	0.53	NA	0.719	0.0603
ASM5112	2	3	368	370	0.210212185	0.021282373	NA	NA	NA	0.361
ASM5113	2	3	243	206	0.829008288	0.087229764	NA	NA	NA	NA
ASM5114	4	33	13928	17683	0.103285397	0	0.000542	0.556	0.00529	0.0614
ASM5115	2	4	575	152	0.047050015	0.043478261	NA	NA	NA	NA
ASM5116	9	20	3074	5457	NA	0.043660166	0.0332	NA	NA	0.199
ASM5117	2	4	0	52	NA	1	NA	NA	NA	NA
ASM5118	2	32	28062	32604	0.71898604	0.004655857	1	NA	NA	NA
ASM5119	6	35	18589	19541	0.323671225	0.666666667	1	NA	0.00225	0.101
ASM5120	2	3	435	160	0.068666182	0.177777778	0.00381	NA	NA	NA
ASM5121	5	5	216	122	0.001481975	0.228717949	0.0221	NA	NA	NA
ASM5122	2	3	2680	4366	0.543107493	0.067383624	0.251	NA	0.388	0.0671
ASM5123	2	5	3505	5633	0.262616646	0.029855366	NA	NA	NA	NA
ASM5124	2	4	2981	4870	0.544371201	0.001763668	1	NA	NA	NA
ASM5125	2	3	732	1329	0.031688163	0.152838649	0.000634	NA	0.0284	0.0319
ASM5126	6	27	44860	37111	0.000132364	0.002397825	1.98E-12	NA	4.42E-06	0.0198
ASM5127	2	5	150	102	0.457748512	0.09246633	NA	NA	NA	NA
ASM5128	9	18	1800	1781	0.285463897	0.333333333	0.0382	NA	0.0649	0.0652
ASM5129	10	14	1559	1302	0.000779111	0.12962963	3.28E-05	NA	NA	NA
ASM5130	6	10	1523	1003	4.57E-05	0.090539156	NA	0.00699	NA	0.08
ASM5131	2	3	994	403	0.539078123	0.004821737	NA	NA	NA	0.0786
ASM5132	2	5	597	431	0.186108881	0.083333333	NA	NA	NA	NA
ASM5133	2	3	443	306	0.866137258	0.038299041	0.696	NA	NA	0.5
ASM5134	2	8	1970	1448	0.425236909	0.069142512	NA	NA	NA	NA
ASM5135	2	4	975	0	NA	0.909117964	NA	NA	NA	NA
ASM5136	2	4	789	0	NA	0.652462068	NA	NA	NA	0.0995
ASM5137	2	3	949	0	NA	0.567229749	NA	NA	NA	0.081
ASM5138	5	8	242	74	0.246145747	0.183333333	NA	NA	NA	NA
ASM5139	5	11	2584	1353	0.651708603	0.02698422	0.648	NA	0.726	0.0482
ASM5140	4	11	545	838	0.115056487	0.058919553	NA	NA	NA	NA
ASM5141	2	4	7437	2507	0.034958884	0.053428749	NA	NA	NA	NA
ASM5142	2	3	218	250	0.542438325	0.007069249	0.206	NA	NA	NA
ASM5143	3	4	4668	4721	0.14782773	0.053854428	NA	NA	NA	0.0917
ASM5144	2	3	600	416	0.989275578	0.010165485	1	NA	NA	NA
ASM5145	2	3	917	754	0.285963589	0.072305472	NA	NA	NA	NA
ASM5146	2	4	29	107	0.771354895	1	NA	NA	NA	NA
ASM5147	2	3	15	106	0.022724621	0.86969697	NA	NA	NA	NA
ASM5148	10	38	6964	2472	0.101154271	0	0.0169	NA	NA	0.269
ASM5149	9	14	4250	1116	0.022124897	0.021500913	0.843	NA	0.209	0.0369
ASM5150	3	6	157	7	0.000255588	0.273015873	NA	NA	NA	NA
ASM5151	3	4	121	6	4.83E-05	0.273015873	NA	NA	NA	NA
ASM5152	2	4	871	267	6.86E-05	0.50952381	NA	NA	NA	NA
ASM5153	2	3	157	183	0.013496941	0.50952381	NA	NA	NA	NA
ASM5154	2	3	36	0	NA	0.533333333	NA	NA	NA	NA
