ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsiDiff	turbo_p_value	majiq_p_value	leafcutter_p_value	jum_p_value
ASM2825	2	4	180	2	0.489859213	0.333333333	NA	NA	NA	NA
ASM2826	2	3	215	6	0.950221879	0.264507422	NA	NA	NA	NA
ASM2827	2	3	164	8	0.024413747	0.698856871	1	NA	NA	NA
ASM2828	2	3	144	90	0.6323089	0.054141229	1	NA	NA	NA
ASM2829	2	3	204	154	0.139944643	0.099779025	0.386	NA	NA	0.13
ASM2830	2	3	227	175	0.637649841	0.149494949	1	NA	NA	NA
ASM2831	3	4	551	525	0.224936403	0.057510751	0.000829	0.000000512	NA	NA
ASM2832	2	35	68993	105687	1	0.656674208	4.53E-05	NA	0.398	0.0283
ASM2833	2	3	2544	1628	0.895009293	0.00151822	1	NA	NA	NA
ASM2834	5	8	2320	2275	0.017797781	0.046134947	0.0226	NA	NA	0.221
ASM2835	2	3	1394	104	0.196554238	0.326360507	NA	NA	NA	NA
ASM2836	4	9	3783	262	0.138247197	0.130692585	0.76	NA	NA	0.0902
ASM2837	6	14	4834	3280	0.006709303	0.074551396	0.00124	NA	0.018	0.0421
ASM2838	2	3	2982	1852	0.247704291	0.016219104	0.672	NA	0.803	0.0992
ASM2839	5	9	3323	3292	0.848793442	0.055373032	0.365	NA	0.0797	0.0643
ASM2840	2	3	2501	2508	0.199795611	0.026938649	NA	NA	0.0887	0.0401
ASM2841	3	5	606	561	0.007343498	0.291722741	NA	NA	0.00578	0.064
ASM2842	8	8	2098	1728	0.99453605	0.098385859	0.0977	NA	NA	0.0632
ASM2843	5	17	17428	17096	NA	0	0.109	NA	0.0507	0.0496
ASM2844	9	17	8349	6699	0.88183663	0	0.248	NA	0.338	0.0567
ASM2845	7	16	7205	7179	0.511158465	0.19047619	0.000261	0.000000263	0.0268	0.0371
ASM2846	3	6	3034	906	0.176863791	0.116912286	NA	NA	NA	0.373
ASM2847	6	24	10505	4414	8.51E-08	0.140449667	NA	NA	0.326	0.069
ASM2848	4	8	490	336	0.571030811	0.057142857	0.411	NA	NA	0.119
ASM2849	10	18	599	1013	NA	0	0.12	NA	NA	0.111
ASM2850	2	3	718	711	0.559698074	0.039937474	0.367	NA	NA	0.0989
ASM2851	6	30	12164	6935	0.137285268	0.254991087	0.0203	NA	0.188	0.0504
ASM2852	4	6	4470	3035	0.836746121	0.034392121	NA	NA	0.17	0.0197
ASM2853	2	3	4776	3144	0.6399458	0.003974876	0.429	NA	0.788	0.0296
ASM2854	6	10	9792	6663	0.389218449	0.004493571	0.604	NA	0.212	0.03
ASM2855	4	42	9952	6460	0.358007532	0.25	0.0248	NA	0.0756	0.042
ASM2856	9	27	1511	931	3.75E-09	0.046474359	0.00229	NA	NA	0.147
ASM2857	10	14	44503	65913	0.639299872	0	0.0318	NA	0.0841	0.00849
ASM2858	4	25	1551	1229	0.032477117	0	0.141	NA	NA	0.203
ASM2859	2	7	58	83	0.327335688	0.192857143	NA	NA	NA	NA
ASM2860	5	8	1119	923	0.065435613	0.0486281	1	NA	NA	NA
ASM2861	3	5	1607	864	0.649016476	0.030732445	NA	NA	NA	0.191
ASM2862	4	9	513	407	0.029195219	0.122847523	NA	NA	NA	NA
ASM2863	2	4	753	667	0.715938374	0.096801347	0.76	NA	NA	NA
ASM2864	8	9	752	1018	0.021527711	0	0.0512	NA	0.897	0.0594
ASM2865	5	7	8334	11651	0.626352576	0.005520124	1	NA	NA	NA
ASM2866	10	18	4754	6638	0.447524696	0.076851852	0.623	NA	NA	NA
ASM2867	2	4	12	2	1	0.333333333	NA	NA	NA	NA
ASM2868	7	25	6792	7098	0.009082291	0.236619405	1.18E-05	NA	0.00423	0.0377
ASM2869	4	5	994	729	0.004893152	0.085436785	NA	NA	NA	0.306
ASM2870	3	7	89	173	0.909338507	0.218954248	NA	NA	NA	NA
ASM2871	8	30	3606	3383	0.679089033	0	0.117	NA	0.377	0.0469
ASM2872	5	7	865	921	0.324626245	0.068637468	0.383	NA	NA	NA
ASM2873	5	13	6264	9772	0.437713871	0.102212602	NA	NA	NA	NA
ASM2874	7	26	20902	20167	0.280336356	0.007008648	0.0594	NA	0.0939	0.0228
ASM2875	10	15	12207	14203	NA	0	7.59E-07	NA	0.112	0.053
ASM2876	9	22	3139	2601	NA	0.036324786	0.0399	NA	NA	NA
ASM2877	8	12	307	165	NA	0.333333333	1	NA	NA	NA
ASM2878	2	5	3294	5254	0.091490954	0.001233884	NA	NA	NA	NA
ASM2879	8	9	3317	5219	0.228953707	0.056262881	0.000185	NA	0.0516	0.0231
ASM2880	5	20	16053	28343	1	0	NA	NA	NA	0.0327
ASM2881	2	3	1897	1506	0.733554757	0.024561551	NA	NA	0.368	0.0842
ASM2882	2	5	1570	1477	0.547854556	0.049131406	NA	NA	NA	NA
ASM2883	3	4	1824	2255	0.380564693	0.070289763	0.116	NA	NA	0.0657
ASM2884	6	11	5475	1819	0.006126936	0.03309777	0.00397	NA	0.315	0.069
ASM2885	10	23	3237	2129	0.970435131	0.103710995	1	0.00589	NA	0.0677
ASM2886	2	4	1189	777	0.491976233	0.011111111	1	NA	NA	NA
ASM2887	2	3	1722	1312	0.248081084	0.000761709	0.394	NA	NA	NA
ASM2888	8	12	13507	5805	0.303181355	0.022114225	0.292	NA	0.1	0.0862
ASM2889	5	34	23038	15404	0.106059303	0.055555556	3.21E-11	NA	0.00185	0.0562
ASM2890	5	24	12856	8381	0.323691285	0	0.323	NA	NA	0.0285
ASM2891	6	20	677	236	0.501390364	0	1	NA	NA	0.601
ASM2892	2	5	1985	1267	1	0	NA	NA	NA	NA
ASM2893	6	35	3369	2371	0.091177281	0.064285714	0.00561	NA	NA	0.115
ASM2894	3	7	11759	7602	0.71960988	0.020760696	NA	NA	NA	0.0233
ASM2895	5	7	11328	7198	0.44656327	0.02231357	0.118	NA	0.119	0.0164
ASM2896	3	4	1877	1948	0.126743058	0.026426595	0.124	NA	NA	0.0567
ASM2897	2	3	664	739	1	0.000857926	0.513	NA	NA	NA
ASM2898	4	12	5451	14924	NA	0	NA	NA	0.179	0.0413
ASM2899	6	11	360	344	0.821395902	0.166666667	0.577	NA	NA	NA
ASM2900	5	20	3472	2392	0.079299756	0	0.0995	NA	0.464	0.116
ASM2901	6	11	386	358	NA	0.088888889	NA	NA	NA	0.254
ASM2902	2	3	719	431	0.784475591	0.023894463	NA	NA	NA	NA
ASM2903	6	29	14758	5223	NA	0.080338495	NA	NA	NA	NA
ASM2904	2	15	2141	889	0.068683708	0.055365114	NA	NA	NA	NA
ASM2905	6	13	7468	7003	0.077682155	0.023294201	0.129	NA	0.385	0.0623
ASM2906	4	9	0	2230	NA	1	NA	NA	NA	NA
ASM2907	3	5	0	836	NA	1	NA	NA	NA	0.148
ASM2908	3	15	2703	2828	0.002051947	0.114750567	NA	0.988	NA	0.318
ASM2909	3	5	23543	25678	1	0.014653226	NA	NA	NA	0.0927
ASM2910	2	3	352	249	0.573715888	0.033537033	NA	NA	NA	NA
ASM2911	2	3	4028	6879	0.436933176	0.13804019	0.00706	NA	0.00758	0.0567
ASM2912	2	3	351	7983	0.102453844	0.002687514	NA	NA	NA	0.25
ASM2913	4	12	11050	8532	0.490750104	0.062621596	0.0304	NA	NA	0.725
ASM2914	9	23	7407	9929	2.12E-07	0.277777778	0.7	8.47E-10	0.00273	0.102
ASM2915	2	3	2600	2044	0.956256117	0.008545013	NA	NA	0.762	0.0373
ASM2916	5	7	5730	12368	0.735539556	0.25	NA	NA	NA	NA
ASM2917	5	32	332	1166	0.607443036	0.105489418	NA	NA	NA	NA
ASM2918	6	22	18424	12417	0.609013084	0.012091437	0.608	NA	0.918	0.0562
ASM2919	2	3	171	146	0.042735756	0.019804379	2.70E-05	NA	NA	NA
ASM2920	2	5	1699	149	0.005968074	0.140663322	NA	NA	NA	0.127
ASM2921	9	25	3207	2789	0.051554189	0.178072074	0.0977	NA	0.207	0.0857
ASM2922	7	20	1801	2492	0.016093645	0.107407407	0.464	NA	NA	NA
ASM2923	5	21	2584	5070	1.07E-05	0.3	NA	NA	0.271	0.138
ASM2924	9	21	2398	4780	0.000368165	0.111650335	0.0088	NA	0.271	0.0931
ASM2925	3	4	316	272	0.339839334	0.138723776	NA	NA	NA	NA
ASM2926	8	12	793	1046	NA	0	0.0135	NA	NA	0.125
ASM2927	7	34	16903	17336	0.51598098	0.023233487	0.121	NA	0.595	0.048
ASM2928	3	6	44	264	0.00867687	0.55989011	NA	NA	NA	NA
ASM2929	2	4	993	570	0.341270191	0.018038209	0.345	NA	NA	0.173
ASM2930	5	5	558	329	0.948351	0.018038209	0.38	NA	0.458	0.0729
ASM2931	7	17	1767	674	0.020632084	0.056613757	5.34E-09	NA	NA	0.165
ASM2932	2	3	132	123	0.105494224	0.006530566	0.0284	NA	NA	NA
ASM2933	2	3	293	432	0.964530894	0.086057008	0.592	NA	NA	0.103
ASM2934	8	14	1205	1053	0.455013327	0.666666667	0.308	NA	NA	0.0771
ASM2935	5	10	129	74	0.576549811	0.15	1	NA	NA	NA
ASM2936	2	4	24959	22984	0.944289167	0.005580326	NA	NA	NA	NA
ASM2937	2	4	54	35	0.049836079	0.013492063	NA	NA	NA	NA
ASM2938	2	3	103	80	0.723770659	0.013492063	NA	NA	NA	NA
ASM2939	2	3	759	943	0.892498326	0.018569415	0.804	NA	0.746	0.0775
ASM2940	8	19	13141	14597	NA	0.333333333	NA	NA	NA	NA
ASM2941	3	8	7825	8543	0.511829775	0.024916996	NA	NA	NA	0.0349
ASM2942	4	7	7669	8785	0.377423265	0.025857442	NA	NA	0.00343	0.0509
ASM2943	8	28	10893	15821	0.996267749	0	0.541	NA	0.248	0.0395
ASM2944	4	6	1082	1156	0.134907987	0.079831183	0.0488	NA	NA	0.271
ASM2945	4	5	281	327	0.829120115	0.014598928	0.293	NA	NA	0.222
ASM2946	9	49	22403	32913	0.99436386	0	0.162	NA	0.0963	0.0312
ASM2947	2	4	1832	2851	0.190527007	0.003493381	0.796	NA	0.793	0.0838
ASM2948	7	22	41778	63620	0.007042349	0	1	NA	NA	0.0362
ASM2949	7	17	1613	1731	NA	0.063002416	NA	NA	0.993	0.084
ASM2950	8	17	1163	843	NA	0.097883598	0.0265	NA	NA	0.104
ASM2951	2	11	5305	3540	0.224764809	0.027977904	NA	NA	0.12	0.128
ASM2952	7	18	2489	2352	0.683706223	0.333333333	NA	NA	NA	NA
ASM2953	2	6	1350	1280	0.15141111	0.016305306	NA	NA	NA	NA
ASM2954	4	34	6106	11963	NA	0.026871605	NA	0.0204	0.00723	0.0447
ASM2955	4	5	999	1421	0.720695294	0.222222222	1	NA	NA	NA
ASM2956	3	27	7248	7689	0.723576586	0	0.517	NA	0.481	0.0374
ASM2957	9	27	1749	667	NA	0.066292735	NA	NA	NA	0.0843
ASM2958	6	25	8084	3541	0.283085084	0.154644392	0.152	NA	0.0548	0.0553
ASM2959	3	36	1286	7945	0.408965325	0	NA	NA	NA	NA
ASM2960	2	3	638	5208	0.017541066	0.035059818	NA	NA	NA	NA
ASM2961	2	4	375	1252	0.000762041	0.016317016	NA	NA	NA	NA
ASM2962	5	19	5693	9904	0.716639486	0.019558217	0.48	NA	0.204	0.0375
ASM2963	8	41	23292	15615	0.99938813	0.03395632	0.00117	NA	0.289	0.0229
ASM2964	2	5	107	53	0.30539023	0.166666667	NA	NA	NA	NA
ASM2965	2	3	464	407	0.489195871	0.222222222	NA	NA	NA	NA
ASM2966	3	8	8547	8223	0.768022932	0.018963788	NA	NA	NA	NA
ASM2967	2	3	141	144	0.63030717	0.012962963	0.514	NA	NA	NA
ASM2968	6	19	12541	6044	0.163329521	0.01510989	0.73	NA	0.168	0.0358
ASM2969	4	14	13957	10292	0.258084852	0.150861973	NA	NA	0.0281	0.0888
ASM2970	6	17	23883	27992	0.976993503	0	0.00165	NA	0.249	0.0169
ASM2971	2	3	97	49	0.518379465	0.127415459	0.0015	NA	NA	NA
ASM2972	4	42	15451	14393	1	0.08031394	3.00E-08	NA	0.309	0.0499
ASM2973	10	17	25492	47155	0.021824794	0.25486231	NA	NA	NA	0.0295
ASM2974	6	12	627	1171	0.245158785	0.119187675	0.00121	NA	NA	0.0942
ASM2975	10	19	8045	13777	0.688975469	0.333333333	0.0022	NA	0.0316	0.0256
ASM2976	7	8	1888	1525	0.557672031	0.04950646	0.157	NA	0.39	0.0556
ASM2977	2	3	23	46	0.530605049	0.088888889	1	NA	NA	NA
ASM2978	7	8	4435	5364	0.66314244	0.010921876	0.0206	NA	0.208	0.0183
ASM2979	3	48	33125	34519	1	0.013888889	0.0926	NA	NA	NA
ASM2980	3	7	617	485	0.313518249	0.11488604	0.0194	NA	NA	NA
ASM2981	2	4	153	197	0.647111726	0.063461538	1	NA	NA	NA
ASM2982	2	4	0	446	NA	0.654486037	NA	NA	NA	NA
ASM2983	2	3	938	630	0.292327954	0.006746737	1	NA	NA	NA
ASM2984	2	3	1	920	0.044722017	0.311870415	NA	NA	NA	NA
ASM2985	2	3	10	2389	0.006417787	0.449257495	1	NA	NA	0.0575
ASM2986	2	3	9	978	0.055264365	0.631303408	1	NA	NA	NA
ASM2987	2	4	9	1311	0.022644199	0.640642416	1	NA	NA	1
ASM2988	2	3	9	1411	0.000267131	0.458596503	1	NA	NA	0.0465
ASM2989	10	17	17599	21080	0.946311264	0	0.194	NA	0.0318	0.0276
ASM2990	7	23	8679	9345	0.907084282	0.025213251	0.643	NA	0.79	0.0469
ASM2991	2	3	18	44	0.866664396	0.204761905	0.0279	NA	NA	NA
ASM2992	3	4	25	94	0.489096447	0.190740741	0.00783	NA	NA	NA
ASM2993	2	6	10	23	1	0.583333333	NA	NA	NA	NA
ASM2994	5	19	6549	7887	NA	0.333333333	0.387	NA	0.684	0.128
ASM2995	3	4	913	903	0.638804292	0.074754347	0.294	NA	0.916	0.0663
ASM2996	2	6	2430	2769	0.313288299	0	NA	NA	NA	NA
ASM2997	4	27	2895	4808	0.883843596	0.333333333	NA	NA	NA	0.0789
ASM2998	7	10	441	1075	0.215005612	0.100986051	1	NA	NA	NA
ASM2999	3	9	252	401	0.948880962	0.088888889	NA	NA	NA	NA
ASM3000	5	8	66	127	0.41268516	0.177777778	0.00133	NA	NA	NA
ASM3001	5	19	281	247	0.411175346	0.057142857	0.592	NA	NA	NA
ASM3002	2	3	105	140	0.199783727	0.044988345	0.136	NA	NA	NA
ASM3003	2	4	112	145	0.234364561	0.044988345	0.000364	NA	NA	NA
ASM3004	9	18	12680	15944	0.999311745	0.017380389	0.542	NA	0.683	0.0324
ASM3005	13	29	5057	3678	0.002664861	0.064489481	1.07E-05	NA	0.0679	0.0275
ASM3006	2	5	19829	10032	1	0.013616987	NA	NA	NA	NA
ASM3007	7	5	3935	2036	NA	0.030567095	0.303	NA	0.841	0.0276
ASM3008	9	16	1849	2836	1	0.015743729	0.26	NA	0.531	0.058
ASM3009	5	7	8399	15134	NA	0.008233507	NA	NA	NA	0.0368
ASM3010	3	5	0	2698	NA	0.63279321	NA	NA	NA	0.304
ASM3011	2	5	0	164	NA	1	NA	NA	NA	NA
ASM3012	2	3	971	1735	0.8331012	0.029897811	0.653	NA	0.982	0.0469
ASM3013	10	43	16054	17341	0	0.157825151	0.0103	NA	0.000177	0.0181
ASM3014	3	6	216	790	0.000250742	0.716269841	NA	NA	NA	NA
ASM3015	3	7	2759	1599	0.318559996	0.047372773	0.0475	NA	NA	0.669
ASM3016	10	30	4535	14	NA	0.333333333	1	NA	NA	NA
ASM3017	3	33	63883	0	NA	0.956391118	NA	NA	NA	NA
ASM3018	2	3	1616	1375	0.247002287	0.015420213	NA	NA	0.932	0.0324
ASM3019	3	4	1992	1728	0.057449481	0.018343521	0.000683	NA	0.117	0.0365
ASM3020	4	20	12130	11356	0.915089838	0.181216931	0.0206	NA	NA	0.0523
ASM3021	3	38	17103	15591	0.894936585	0	0.0264	NA	0.214	0.0336
ASM3022	2	4	130	772	0.832013864	0.004901961	NA	NA	NA	NA
ASM3023	2	3	209	1014	0.199469046	0.030000017	0.00131	NA	NA	0.231
ASM3024	3	5	280	1246	0.519226912	0.02448158	0.0455	NA	NA	NA
ASM3025	5	31	5168	5468	0.916140701	0	NA	NA	NA	NA
ASM3026	3	14	2139	0	NA	1	NA	NA	NA	NA
ASM3027	8	18	3842	3993	0.948747405	0.081273581	0.303	NA	NA	0.0978
ASM3028	6	16	9287	15726	0.728641133	0	0.023	NA	NA	NA
ASM3029	6	16	39949	86044	0.485395884	0.037676834	1	NA	NA	0.0163
ASM3030	7	23	46302	68092	0.997899774	0.116781816	0.328	NA	0.14	0.0135
ASM3031	2	5	42	0	NA	1	NA	NA	NA	NA
ASM3032	3	7	3582	2940	0.145807473	0	NA	NA	NA	NA
ASM3033	5	38	71157	66704	0.553649259	0.085789546	0.0165	NA	0.183	0.0193
ASM3034	8	33	1582	56	1.69E-12	0	NA	NA	NA	NA
ASM3035	2	4	919	82	0.000966157	0.068659044	NA	NA	NA	NA
ASM3036	3	5	512	69	0.72513421	0.22487295	0.365	NA	NA	0.11
ASM3037	2	4	1489	216	0.534752122	0.087780088	NA	NA	NA	NA
ASM3038	3	5	183	41	0.207172617	0.107036546	NA	NA	NA	0.183
ASM3039	8	29	3654	3874	0.010666803	0.666666667	0.47	NA	0.419	0.0605
ASM3040	8	39	23185	22832	0.531314035	0.009285832	0.403	NA	0.526	0.0285
ASM3041	4	12	2743	2521	0.364261499	0.01127451	0.000253	NA	NA	0.126
ASM3042	9	25	18077	21226	0.844701111	0	0.037	NA	0.294	0.0287
ASM3043	2	6	586	549	0.947951058	0	NA	NA	NA	NA
ASM3044	4	9	163	50	0.71218426	0.041666667	NA	NA	NA	NA
ASM3045	7	34	2399	3480	0.019622758	0.025	0.0449	NA	0.102	0.0532
ASM3046	2	5	14866	21300	0.816185354	0.004117655	NA	NA	0.318	0.0249
ASM3047	2	3	10868	15720	1	0.007013539	0.412	NA	0.664	0.0288
ASM3048	5	8	12653	18206	0.533773427	0.026432349	NA	NA	0.558	0.0141
ASM3049	3	4	896	1104	0.042165261	0.057893633	6.88E-06	NA	NA	0.0456
ASM3050	2	3	7313	6972	0.880150719	0.017516395	0.25	NA	NA	0.0945
ASM3051	3	7	532	17	0.014760411	0.773261619	NA	NA	NA	NA
ASM3052	4	15	2232	21	0.000134175	0.474832062	1	NA	NA	0.328
ASM3053	4	5	278	0	NA	0.623538012	NA	NA	NA	NA
ASM3054	3	22	1356	2948	0.409038708	0.044677871	NA	NA	NA	NA
ASM3055	2	3	33	91	0.214194747	0.044677871	NA	NA	NA	NA
ASM3056	5	9	2635	3393	0.317756152	0.042928423	0.565	NA	0.339	0.0356
ASM3057	2	3	4606	5400	0.029146536	0.04080793	0.00012	NA	0.0205	0.0422
ASM3058	2	3	30	82	0.468478589	0	NA	NA	NA	NA
ASM3059	3	6	7304	72715	0.001328251	0.019417154	NA	NA	NA	0.0365
ASM3060	3	8	3583	6466	0.433244682	0.024017524	NA	NA	NA	NA
ASM3061	2	4	6215	27106	0.776736349	0.033263118	NA	NA	NA	NA
ASM3062	4	7	242	462	0.521990167	0.157407407	NA	NA	NA	NA
ASM3063	3	6	277	399	0.038013747	0.079563492	NA	NA	NA	NA
ASM3064	4	5	877	7292	0.71295811	0.016678316	0.271	NA	0.255	0.0449
ASM3065	5	6	1211	9827	0.000172489	0.087499811	0.0014	NA	0.000164	0.0207
ASM3066	3	7	90	138	0.353214803	0.122222222	NA	NA	NA	NA
ASM3067	2	3	542	1056	0.180135716	0.029281096	0.0828	NA	0.237	0.124
ASM3068	7	21	1883	2907	0.633124863	0	0.021	NA	0.19	0.0537
ASM3069	4	17	499	60	0.456354029	0.194444444	NA	NA	NA	NA
ASM3070	2	3	5824	5620	0.443975735	0.018419062	0.122	NA	0.163	0.0158
ASM3071	8	33	16723	18091	NA	0.666666667	0	1	7.26E-09	0.0727
ASM3072	5	22	1118	2485	0.148496094	0.218253968	8.20E-05	NA	NA	0.0468
ASM3073	4	16	20532	12976	0.999994775	0.038282121	NA	NA	0.394	0.0345
ASM3074	6	14	555	603	0.897400887	0	0.0161	NA	0.0372	0.0926
ASM3075	7	11	3385	3549	0.026635097	0.020555536	0.0161	0.00000241	0.0372	0.0864
ASM3076	3	5	524	768	0.531867809	0.031350882	NA	NA	0.337	0.201
ASM3077	3	10	12205	17256	0.287039995	0.17083477	NA	NA	NA	NA
ASM3078	7	29	10014	12761	0.583030324	0.022324128	0.00644	NA	0.285	0.069
ASM3079	10	15	40776	28961	0.32174562	0.019699161	1.76E-11	NA	0.000555	0.028
ASM3080	4	7	1982	1749	0.093325742	0.023853162	NA	NA	NA	0.101
ASM3081	7	15	2782	3883	0.802408343	0	0.1	NA	0.199	0.0355
ASM3082	3	21	16818	23282	0.419361663	0.034084572	0.00112	NA	0.00456	0.0167
ASM3083	8	23	6517	5664	0.379769161	0	0.934	NA	NA	0.15
ASM3084	5	9	261	134	0.002213686	0.638888889	NA	NA	NA	NA
ASM3085	5	31	66957	10198	1	0.04513918	0.0836	NA	0.01	0.0129
ASM3086	10	17	16083	1005	2.99E-06	0.002622893	0.000408	0.789	NA	0.056
ASM3087	3	12	278	197	0.036615622	0.226851852	0.273	NA	NA	NA
ASM3088	4	18	0	145	NA	0	NA	NA	NA	NA
ASM3089	4	15	31762	52376	1	0	NA	0.798	0.0233	0.0146
ASM3090	5	11	37120	38991	6.39E-07	0	0.563	NA	4.70E-05	0.014
ASM3091	2	3	1908	2771	0.327961901	0.029173484	NA	NA	0.371	0.15
ASM3092	2	3	2093	3068	0.746890289	0.025553317	0.9	NA	NA	0.339
ASM3093	2	4	44	11	0.712171175	0	NA	NA	NA	NA
ASM3094	3	7	4820	919	0.006850986	0.151299334	NA	NA	NA	0.146
ASM3095	9	11	2068	1273	0.154732181	0.047530775	0.000313	NA	0.23	0.0281
ASM3096	4	20	7639	7329	0.000345332	0.404926458	0.000194	NA	NA	0.0484
ASM3097	6	11	498	1177	0.002281353	0.0625	0.771	NA	NA	0.0899
ASM3098	2	3	1375	1814	0.531258288	0.00709622	0.576	NA	NA	NA
ASM3099	2	4	197	658	0.256731964	0.120657334	3.05E-05	NA	NA	0.214
ASM3100	3	4	227	724	0.346798285	0.058017268	0.368	NA	NA	0.124
ASM3101	2	4	165	687	0.218468628	0.116932117	NA	NA	NA	NA
ASM3102	5	22	2348	1793	0.419785426	0	0.215	NA	NA	NA
ASM3103	7	11	1731	2648	8.82E-07	0.111111111	0.00118	NA	0.058	0.0235
ASM3104	9	16	2951	1770	0.375305354	0	6.85E-05	NA	NA	0.0653
ASM3105	7	19	4177	4378	0.544756586	0.03272457	NA	NA	NA	NA
ASM3106	2	11	1468	11071	0.132495789	0	NA	NA	NA	NA
ASM3107	2	3	106	105	0.529737392	0.053968254	0.0691	NA	NA	NA
ASM3108	2	3	358	256	0.191334185	0.053968254	0.111	NA	NA	NA
ASM3109	9	18	8995	3292	NA	0.011494253	NA	NA	0.0787	0.0885
ASM3110	2	3	462	497	0.179958376	0.041079705	0.865	NA	0.676	0.119
ASM3111	12	21	525	528	7.43E-05	0.166666667	0.0039	NA	NA	0.179
ASM3112	2	31	5388	5362	0.362182895	0.028716588	0.0624	NA	0.124	0.0665
ASM3113	3	6	1448	1809	0.423730555	0.020551605	NA	NA	NA	NA
ASM3114	7	12	1965	1034	0.247473078	0.032330735	0.929	NA	NA	0.0761
ASM3115	8	14	2030	2240	0.292393523	0	0.0633	NA	0.21	0.0845
ASM3116	8	23	5976	3748	0.811906364	0.000328283	0.0482	NA	NA	NA
ASM3117	9	15	1057	607	0.689891783	0.067673036	0.00178	NA	NA	0.167
ASM3118	2	3	1531	329	0.845034816	0.063562605	0.106	NA	NA	0.144
ASM3119	4	26	2556	1259	0.802067458	0	NA	NA	NA	NA
ASM3120	2	3	300	311	0.46353506	0.040021596	0.0632	NA	NA	NA
ASM3121	2	5	0	18	NA	1	NA	NA	NA	NA
ASM3122	4	6	0	15	NA	0.833333333	NA	NA	NA	NA
ASM3123	9	17	23	1060	NA	0	1	NA	NA	NA
ASM3124	7	31	7046	6968	NA	0.333333333	0.075	NA	0.272	0.11
ASM3125	2	3	3445	2132	0.383892416	0.000498038	0.118	NA	NA	NA
ASM3126	6	21	4295	1822	0.000594981	0.076298701	NA	NA	NA	0.0586
ASM3127	7	27	9830	10111	0.017180101	0.53968254	0.0144	NA	0.12	0.0357
ASM3128	10	18	14117	6326	0.322356944	0.014139664	0.808	NA	0.532	0.14
ASM3129	8	14	5418	6858	0.445983737	0.009919661	2.26E-06	NA	0.00039	0.0179
ASM3130	2	12	428	73	0.00013992	0.251165501	NA	NA	NA	NA
ASM3131	3	9	70	0	NA	1	NA	NA	NA	NA
ASM3132	9	14	689	1211	NA	0.122222222	NA	NA	NA	NA
ASM3133	4	12	36	3536	0.003841665	0.222570882	1	NA	NA	0.109
ASM3134	2	4	788	935	0.649862156	0.062199701	0.24	NA	0.864	0.035
ASM3135	2	3	239	259	0.219028746	0.041455209	0.691	NA	0.192	0.0783
ASM3136	6	17	2794	2203	NA	0.038527412	0.00093	NA	0.488	0.0356
ASM3137	6	11	38533	71990	0.385604748	0	1	NA	0.917	0.0319
ASM3138	6	14	5091	3675	0.32426389	0.03557885	0.334	NA	0.0343	0.0298
ASM3139	4	5	1773	1277	0.013337103	0.228199252	0.153	NA	0.241	0.0422
ASM3140	2	3	460	333	0.680156128	0.044283486	NA	NA	NA	0.113
ASM3141	8	26	1898	2386	NA	0.259259259	0.877	NA	NA	0.0779
ASM3142	5	13	4026	7824	0.831499346	0.047915538	NA	NA	NA	NA
ASM3143	4	5	1296	2077	0.468966302	0.058301297	0.466	NA	NA	NA
ASM3144	3	4	95	90	0.328210953	0.111111111	2.30E-05	NA	NA	NA
ASM3145	5	37	9509	12676	0.815776783	0.4	0.511	NA	0.368	0.0298
ASM3146	8	26	3961	3795	0.006864881	0.077215475	0.0443	NA	NA	0.195
ASM3147	2	3	4187	4314	0.471349261	0.012520412	0.0385	NA	0.218	0.0358
ASM3148	3	4	1435	1268	0.811239921	0.065328413	0.449	NA	0.839	0.0274
ASM3149	2	5	1353	1833	0.325535165	0.074889523	NA	NA	0.016	0.128
ASM3150	2	3	909	1100	0.744317592	0.074889523	0.187	NA	0.462	0.0339
ASM3151	4	15	4	511	0.014506806	0.373015873	NA	NA	NA	NA
ASM3152	8	14	2154	2357	0.230779311	0.006535948	0.000638	NA	0.369	0.0339
ASM3153	8	18	2557	3989	0.264474968	0.054583985	0.000444	NA	NA	0.0914
ASM3154	10	22	303	6608	NA	0.017492112	8.86E-05	NA	NA	0.0555
ASM3155	8	46	2809	1534	0.008746338	0	0.0142	0.0148	NA	0.301
ASM3156	3	4	1389	1962	0.174714442	0.016389492	NA	NA	0.968	0.0466
ASM3157	2	5	4365	7081	0.577444222	0.007971964	NA	NA	NA	NA
ASM3158	10	22	12489	14544	0.471114992	0.012964709	1	NA	NA	NA
ASM3159	9	13	2829	3074	0.184795163	0.036747274	1	NA	0.0306	0.0672
ASM3160	2	4	915	928	0.326040846	0.054846565	NA	NA	NA	0.295
ASM3161	6	12	14977	30199	1	0.015674266	NA	NA	0.449	0.0494
ASM3162	2	3	4184	3336	0.900108171	0.003146259	0.402	NA	0.448	0.0433
ASM3163	2	3	2255	2726	0.838725256	0.002828482	0.418	NA	0.689	0.179
ASM3164	2	3	949	971	0.407372302	0.014193488	0.114	NA	0.0735	0.0323
ASM3165	2	4	1479	1595	0.94566228	0.002828482	0.975	NA	NA	0.0974
ASM3166	5	13	1820	2229	0.235626722	0.049758816	NA	NA	NA	NA
ASM3167	7	12	1519	3197	0.012350197	0.011781763	0.894	NA	NA	NA
